,Square/Suffix/,Premise Address,Owner Name,Neighborhood,Sub-Neighborhood,Use Code,Sale Price,Recordation Date,2020 Total Assessment,new_adress,location,point,latitude,longitude,altitude
1133,5873 0066,2461 ELVANS RD SE,ERIC S KINCAID,BARRY FARMS,,11.0,459900.0,2018-07-03 00:00:00,491620,"2461 ELVANS RD SE, DC, United States","2461, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854132263976034, -76.98750648759254, 0.0)",38.854132263976034,-76.98750648759254,0.0
1134,5873 0067,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,91.0,0.0,,128900,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1135,5873 0068,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,91.0,0.0,,129150,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1136,5873 0069,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,91.0,0.0,,129400,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1137,5873 0070,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,91.0,0.0,,129620,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1138,5873 0071,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,91.0,0.0,,129620,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1139,5873 0072,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,94.0,0.0,,130040,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1140,5873 0073,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,94.0,0.0,,129810,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1141,5873 0074,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,94.0,0.0,,130490,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1142,5873 0075,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,94.0,0.0,,130700,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1143,5873 0076,2529 ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,91.0,0.0,,130890,"2529 ELVANS RD SE, DC, United States","2529, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85456465, -76.99013216131323, 0.0)",38.85456465,-76.99013216131323,0.0
1144,5873 0077,ELVANS RD SE,ELVANS ROAD LOTS LLC,BARRY FARMS,,91.0,0.0,,140010,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1145,5873 0078,2417 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,60300,"2417 ELVANS RD SE, DC, United States","2417, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854439118068406, -76.98649760294843, 0.0)",38.854439118068406,-76.98649760294843,0.0
1146,5873 0079,2419 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,60300,"2419 ELVANS RD SE, DC, United States","2419, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85442142755856, -76.98654247643681, 0.0)",38.85442142755856,-76.98654247643681,0.0
1147,5873 0080,2421 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,60390,"2421 ELVANS RD SE, DC, United States","2421, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85440373704873, -76.98658734992517, 0.0)",38.85440373704873,-76.98658734992517,0.0
1148,5873 0081,2423 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,60390,"2423 ELVANS RD SE, DC, United States","2423, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854386046538885, -76.98663222341355, 0.0)",38.854386046538885,-76.98663222341355,0.0
1149,5873 0082,2425 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,60390,"2425 ELVANS RD SE, DC, United States","2425, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85436835602905, -76.98667709690193, 0.0)",38.85436835602905,-76.98667709690193,0.0
1150,5873 0083,2427 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,60390,"2427 ELVANS RD SE, DC, United States","2427, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85435028932832, -76.98672182021858, 0.0)",38.85435028932832,-76.98672182021858,0.0
1151,5873 0084,2429 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,60390,"2429 ELVANS RD SE, DC, United States","2429, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8543322149011, -76.98676654045089, 0.0)",38.8543322149011,-76.98676654045089,0.0
1152,5873 0085,2431 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,65670,"2431 ELVANS RD SE, DC, United States","2431, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854314140473875, -76.9868112606832, 0.0)",38.854314140473875,-76.9868112606832,0.0
1153,5873 0086,2433 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,61480,"2433 ELVANS RD SE, DC, United States","2433, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85429606604665, -76.98685598091551, 0.0)",38.85429606604665,-76.98685598091551,0.0
1154,5873 0087,ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,,1251530,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1155,5873 0088,2411 ELVANS RD SE,JAYESH SANGHVI,BARRY FARMS,,91.0,0.0,,488550,"2411 ELVANS RD SE, DC, United States","2411, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85449577740739, -76.98636446735091, 0.0)",38.85449577740739,-76.98636446735091,0.0
1156,5873 0089,2415 ELVANS RD SE,JAYESH SANGHVI,BARRY FARMS,,91.0,0.0,,60270,"2415 ELVANS RD SE, DC, United States","2415, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854457387580716, -76.98645296908873, 0.0)",38.854457387580716,-76.98645296908873,0.0
1157,5873 0090,2413 ELVANS RD SE,JAYESH SANGHVI,BARRY FARMS,,91.0,0.0,,60000,"2413 ELVANS RD SE, DC, United States","2413, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85447658249405, -76.98640871821982, 0.0)",38.85447658249405,-76.98640871821982,0.0
1158,5873 0855,ROCK CREEK CHURCH RD SE,"HAVILAH REAL PROPERTY SVCS, LLC",BARRY FARMS,,91.0,2500.0,2007-04-06 00:00:00,70780,"ROCK CREEK CHURCH RD SE, DC, United States",,,,,
1159,5873 0856,POMEROY RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,2019-10-25 00:00:00,231000,"POMEROY RD SE, DC, United States","Pomeroy Road Southeast, Anacostia, Washington, District of Columbia, 20020, United States of America","(38.86053, -76.983666, 0.0)",38.86053,-76.983666,0.0
1160,5873 0857,POMEROY RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,2019-10-25 00:00:00,368910,"POMEROY RD SE, DC, United States","Pomeroy Road Southeast, Anacostia, Washington, District of Columbia, 20020, United States of America","(38.86053, -76.983666, 0.0)",38.86053,-76.983666,0.0
1161,5873 0858,2455 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,12.0,0.0,2019-10-25 00:00:00,451760,"2455 ELVANS RD SE, DC, United States","2455, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85435565, -76.9885506459025, 0.0)",38.85435565,-76.9885506459025,0.0
1162,5873 0866,2409 ELVANS RD SE,LEVELL D HOLLY,BARRY FARMS,,12.0,0.0,2007-03-09 00:00:00,258060,"2409 ELVANS RD SE, DC, United States","2409, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854423600000004, -76.98671553515072, 0.0)",38.854423600000004,-76.98671553515072,0.0
1163,5873 0871,ELVANS RD SE,JAMES WILSON,BARRY FARMS,,91.0,0.0,,193060,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1164,5873 0872,2531 ELVANS RD SE,MARY E GREEN,BARRY FARMS,,12.0,0.0,,248950,"2531 ELVANS RD SE, DC, United States","2531, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85450285, -76.99036764904713, 0.0)",38.85450285,-76.99036764904713,0.0
1165,5873 0881,STANTON RD SE,"HAVILAH REAL PROPERTY SVCS, LLC",BARRY FARMS,,91.0,5000.0,2007-04-06 00:00:00,137800,"STANTON RD SE, DC, United States","Stanton Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.8532296, -76.9832571, 0.0)",38.8532296,-76.9832571,0.0
1166,5873 0882,STANTON RD SE,RAFAT AZZAM,BARRY FARMS,,93.0,5000.0,2018-02-27 00:00:00,5350,"STANTON RD SE, DC, United States","Stanton Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.8532296, -76.9832571, 0.0)",38.8532296,-76.9832571,0.0
1167,5873 0883,STANTON RD SE,E LEVIN E L STURNE,BARRY FARMS,,91.0,0.0,,182610,"STANTON RD SE, DC, United States","Stanton Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.8532296, -76.9832571, 0.0)",38.8532296,-76.9832571,0.0
1168,5873 0886,2533 ELVANS RD SE,WILTON Y MORGAN,BARRY FARMS,,12.0,0.0,,301790,"2533 ELVANS RD SE, DC, United States","2533, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854536800000005, -76.99049374915253, 0.0)",38.854536800000005,-76.99049374915253,0.0
1169,5873 0888,ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,2019-10-25 00:00:00,211270,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1170,5873 0890,POMEROY RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,2687670,"POMEROY RD SE, DC, United States","Pomeroy Road Southeast, Anacostia, Washington, District of Columbia, 20020, United States of America","(38.86053, -76.983666, 0.0)",38.86053,-76.983666,0.0
1171,5873 0891,2519 ELVANS RD SE,DEREGE YESSUWORK,BARRY FARMS,,91.0,0.0,2010-06-01 00:00:00,241130,"2519 ELVANS RD SE, DC, United States","2519, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85433111217718, -76.98889004331834, 0.0)",38.85433111217718,-76.98889004331834,0.0
1172,5873 0897,2929 STANTON RD SE,VIRGIL WILLIAMS,BARRY FARMS,,12.0,0.0,,195610,"2929 STANTON RD SE, DC, United States","2929, Stanton Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854788549999995, -76.98651452696721, 0.0)",38.854788549999995,-76.98651452696721,0.0
1173,5873 0898,2927 STANTON RD SE,WILMINGTON SAVINGS FUND SOCIETY FSB,BARRY FARMS,,12.0,267870.0,2019-08-27 00:00:00,291880,"2927 STANTON RD SE, DC, United States","2927, Stanton Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85485595, -76.9865839900385, 0.0)",38.85485595,-76.9865839900385,0.0
1174,5873 0899,2925 STANTON RD SE,ANDRE STRAIN,BARRY FARMS,,12.0,155000.0,2007-08-02 00:00:00,279750,"2925 STANTON RD SE, DC, United States","2925, Stanton Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8549381, -76.98660559965273, 0.0)",38.8549381,-76.98660559965273,0.0
1175,5873 0900,2923 STANTON RD SE,CHRISTINA M BOYD,BARRY FARMS,,12.0,110000.0,2001-05-11 00:00:00,248530,"2923 STANTON RD SE, DC, United States","2923, Stanton Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.855007900000004, -76.98665210009294, 0.0)",38.855007900000004,-76.98665210009294,0.0
1176,5873 0901,2921 STANTON RD SE,P M DIAZ,BARRY FARMS,,12.0,0.0,,245950,"2921 STANTON RD SE, DC, United States","2921, Stanton Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8550784, -76.98669520167286, 0.0)",38.8550784,-76.98669520167286,0.0
1177,5873 0903,POMEROY RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,2019-10-25 00:00:00,381380,"POMEROY RD SE, DC, United States","Pomeroy Road Southeast, Anacostia, Washington, District of Columbia, 20020, United States of America","(38.86053, -76.983666, 0.0)",38.86053,-76.983666,0.0
1178,5873 0905,ELVANS RD SE,MAZEL LLC,BARRY FARMS,,91.0,0.0,2004-10-26 00:00:00,69270,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1179,5873 0906,POMEROY RD SE,HORTONS KIDS INC,BARRY FARMS,,91.0,248180.0,2017-10-24 00:00:00,248180,"POMEROY RD SE, DC, United States","Pomeroy Road Southeast, Anacostia, Washington, District of Columbia, 20020, United States of America","(38.86053, -76.983666, 0.0)",38.86053,-76.983666,0.0
1180,5873 0907,2513 ELVANS RD SE,RONAOLD TAYLOR,BARRY FARMS,,12.0,81625.0,2015-12-09 00:00:00,288080,"2513 ELVANS RD SE, DC, United States","2513, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8543915, -76.9893781877422, 0.0)",38.8543915,-76.9893781877422,0.0
1181,5873 0908,2913 STANTON RD SE,GELYNN THOMPSON,BARRY FARMS,,12.0,351500.0,2019-05-10 00:00:00,381050,"2913 STANTON RD SE, DC, United States","2913, Stanton Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.855384799999996, -76.98680493142857, 0.0)",38.855384799999996,-76.98680493142857,0.0
1182,5873 0909,2441 ELVANS RD SE,JAYESH SANGHVI,BARRY FARMS,,12.0,550000.0,2020-01-15 00:00:00,710720,"2441 ELVANS RD SE, DC, United States","2441, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8543823, -76.98804386467945, 0.0)",38.8543823,-76.98804386467945,0.0
1183,5873 0921,2500 POMEROY RD SE,ELVANS MANOR ASSOCIATES CASTLE MANAGEMENT CORP,BARRY FARMS,,22.0,0.0,,13128180,"2500 POMEROY RD SE, DC, United States","2500, Pomeroy Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854922450000004, -76.98956079232859, 0.0)",38.854922450000004,-76.98956079232859,0.0
1184,5873 0922,ELVANS RD SE,LEVELL D HOLLY,BARRY FARMS,,91.0,0.0,,2440,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1185,5873 0924,ELVANS RD SE,PEOPLE'S COOPERATIVE ASSOCIATION INC,BARRY FARMS,,91.0,0.0,,6560,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1186,5874 0043,2440 - 2458 ELVANS RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,5289240,"2440 - 2458 ELVANS RD SE, DC, United States",,,,,
1187,5874 0051,2400 ELVANS RD SE,STANTON OAKS ASSOCIATES VISTA RIDGE LP,BARRY FARMS,,21.0,0.0,,13018250,"2400 ELVANS RD SE, DC, United States","2400, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854423, -76.98608, 0.0)",38.854423,-76.98608,0.0
1188,5874 0053,2426 ELVANS RD SE,UNIVERSAL HOLINESS CHURCH REV J MORGAN HODGES,BARRY FARMS,,81.0,0.0,,553560,"2426 ELVANS RD SE, DC, United States","Universal Holiness Church, 2426, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8542248, -76.9862473, 0.0)",38.8542248,-76.9862473,0.0
1189,5874 0054,2430 ELVANS RD SE,PEOPLES COOPERATIVE ASSOCIATES INC,BARRY FARMS,,26.0,0.0,,1805020,"2430 ELVANS RD SE, DC, United States","2430, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8540292, -76.9867238, 0.0)",38.8540292,-76.9867238,0.0
1190,5874 0055,2528 ELVANS RD SE,ADRIAN POWELL,BARRY FARMS,,12.0,418000.0,2016-03-30 00:00:00,444940,"2528 ELVANS RD SE, DC, United States","2528, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541576, -76.99044032836446, 0.0)",38.8541576,-76.99044032836446,0.0
1191,5874 0056,STANTON RD SE,STANSQUARED LLC,BARRY FARMS,,91.0,650000.0,2018-11-15 00:00:00,306940,"STANTON RD SE, DC, United States","Stanton Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.8532296, -76.9832571, 0.0)",38.8532296,-76.9832571,0.0
1192,5874 0057,2510 ELVANS RD SE,"DISTRICT PROPERTIES.COM, INC",BARRY FARMS,,91.0,502000.0,2017-09-08 00:00:00,141750,"2510 ELVANS RD SE, DC, United States","2510, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854138840221964, -76.98871938206152, 0.0)",38.854138840221964,-76.98871938206152,0.0
1193,5874 0063,2502 ELVANS RD SE,MELAT M BEKELE,BARRY FARMS,,11.0,475000.0,2019-08-08 00:00:00,452970,"2502 ELVANS RD SE, DC, United States","2502, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85410464157033, -76.98852307641552, 0.0)",38.85410464157033,-76.98852307641552,0.0
1194,5874 0064,2504 ELVANS RD SE,RICHARD K AKYEA,BARRY FARMS,,11.0,470000.0,2019-10-09 00:00:00,437110,"2504 ELVANS RD SE, DC, United States","2504, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85411319123324, -76.98857215282702, 0.0)",38.85411319123324,-76.98857215282702,0.0
1195,5874 0065,2506 ELVANS RD SE,FINHAS OGBAZGHI,BARRY FARMS,,11.0,480000.0,2019-09-09 00:00:00,439640,"2506 ELVANS RD SE, DC, United States","2506, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85412174089615, -76.98862122923852, 0.0)",38.85412174089615,-76.98862122923852,0.0
1196,5874 0066,2508 ELVANS RD SE,VIOLET M STEVEN,BARRY FARMS,,11.0,475600.0,2019-09-09 00:00:00,436640,"2508 ELVANS RD SE, DC, United States","2508, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854130290559056, -76.98867030565002, 0.0)",38.854130290559056,-76.98867030565002,0.0
1197,5874 0067,2510 ELVANS RD SE,MAHLET AMSALU,BARRY FARMS,,11.0,490000.0,2019-08-02 00:00:00,450830,"2510 ELVANS RD SE, DC, United States","2510, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854138840221964, -76.98871938206152, 0.0)",38.854138840221964,-76.98871938206152,0.0
1198,5874 0849,ELVANS RD SE,ELLA B PEARIS,BARRY FARMS,,193.0,0.0,,43310,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1199,5874 0850,2536 ELVANS RD SE,WILMINGTON HOUSING GROUP LLC,BARRY FARMS,,91.0,13180.0,2005-04-25 00:00:00,42560,"2536 ELVANS RD SE, DC, United States","2536, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854196589027076, -76.98936399965892, 0.0)",38.854196589027076,-76.98936399965892,0.0
1200,5874 0851,2534 ELVANS RD SE,CHINN INC,BARRY FARMS,,12.0,25000.0,2000-11-21 00:00:00,251230,"2534 ELVANS RD SE, DC, United States","2534, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85426205, -76.99092625023195, 0.0)",38.85426205,-76.99092625023195,0.0
1201,5874 0852,2532 ELVANS RD SE,CHENN INC,BARRY FARMS,,12.0,65000.0,2000-12-20 00:00:00,235430,"2532 ELVANS RD SE, DC, United States","2532, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8542236, -76.99076691207361, 0.0)",38.8542236,-76.99076691207361,0.0
1202,5874 0853,2530 ELVANS RD SE,CHENN INC,BARRY FARMS,,12.0,74000.0,2002-05-20 00:00:00,281600,"2530 ELVANS RD SE, DC, United States","2530, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.854144000000005, -76.99061387298701, 0.0)",38.854144000000005,-76.99061387298701,0.0
1203,5874 0859,2524 ELVANS RD SE,AMIR N MUHAMMAD,BARRY FARMS,,12.0,207000.0,2005-06-28 00:00:00,309570,"2524 ELVANS RD SE, DC, United States","2524, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541756, -76.99012302782933, 0.0)",38.8541756,-76.99012302782933,0.0
1204,5874 0866,2500 ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,2019-10-25 00:00:00,65950,"2500 ELVANS RD SE, DC, United States","2500, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85409609190742, -76.98847400000402, 0.0)",38.85409609190742,-76.98847400000402,0.0
1205,5874 0921,2460 ELVANS RD SE,BARBARA HILL,BARRY FARMS,,12.0,0.0,2018-08-09 00:00:00,282840,"2460 ELVANS RD SE, DC, United States","2460, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8540866, -76.98876018825568, 0.0)",38.8540866,-76.98876018825568,0.0
1206,5874 0927,ELVANS RD SE,SOLOMON JOHNSON,BARRY FARMS,,91.0,0.0,,174740,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1207,5874 0931,ELVANS RD SE,RUPSHA 2011 LLC,BARRY FARMS,,91.0,0.0,2019-10-25 00:00:00,351880,"ELVANS RD SE, DC, United States","Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8541199, -76.9880315, 0.0)",38.8541199,-76.9880315,0.0
1208,5874 0935,SE,NATCO DEVELOPERS INC SUITE 214,BARRY FARMS,,193.0,0.0,,21290,"SE, DC, United States","Southeast, Washington, District of Columbia, 20003, United States of America","(38.8806677, -76.9899756, 0.0)",38.8806677,-76.9899756,0.0
1209,5874 0941,KILBOURNE PL,COME ON DOVER LLC CHRISTOPHER HAUSER,BARRY FARMS,,91.0,0.0,2019-05-24 00:00:00,219410,"KILBOURNE PL, DC, United States","Kilbourne Place Northwest, Mount Pleasant, Brightwood Park, Washington, District of Columbia, 20010, United States of America","(38.930571, -77.041302, 0.0)",38.930571,-77.041302,0.0
1210,5874 0952,SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,191.0,0.0,2001-09-13 00:00:00,14109030,"SE, DC, United States","Southeast, Washington, District of Columbia, 20003, United States of America","(38.8806677, -76.9899756, 0.0)",38.8806677,-76.9899756,0.0
1211,5874 0965,2428 ELVANS RD SE,LORENZO A CALENDER,BARRY FARMS,,12.0,0.0,,370060,"2428 ELVANS RD SE, DC, United States","2428, Elvans Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85403455, -76.98647399088996, 0.0)",38.85403455,-76.98647399088996,0.0
1212,5875 0022,ROBINSON PL SE,GEORGE E LYONS,BARRY FARMS,,91.0,0.0,,164100,"ROBINSON PL SE, DC, United States","Robinson Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.8510374, -76.987058, 0.0)",38.8510374,-76.987058,0.0
1213,5875 0034,JASPER RD SE,A P SHAW UNITED METHODIST,BARRY FARMS,,91.0,0.0,,41810,"JASPER RD SE, DC, United States","Jasper Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.85165, -76.986405, 0.0)",38.85165,-76.986405,0.0
1214,5875 0035,JASPER RD SE,A P SHAW UNITED METHODIST,BARRY FARMS,,91.0,0.0,,230970,"JASPER RD SE, DC, United States","Jasper Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.85165, -76.986405, 0.0)",38.85165,-76.986405,0.0
1215,5875 0038,2700 - 2714 ROBINSON PL SE,PARKWAY OVERLOOK II LP D. C. HOUSING AUTHORITY,BARRY FARMS,,21.0,7400000.0,2018-02-08 00:00:00,8436030,"2700 - 2714 ROBINSON PL SE, DC, United States",,,,,
1216,5875 0039,2830 - 2832 ROBINSON PL SE,PARKWAY OVERLOOK II LP D.C. HOUSING AUTHORITY,BARRY FARMS,,21.0,7400000.0,2018-02-08 00:00:00,1866330,"2830 - 2832 ROBINSON PL SE, DC, United States","2830, Robinson Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.85146841813774, -76.9875812690204, 0.0)",38.85146841813774,-76.9875812690204,0.0
1217,5875 0040,2825 - 2827 JASPER RD SE,PARKWAY OVERLOOK II LP D.C. HOUSING AUTHORITY,BARRY FARMS,,22.0,7400000.0,2018-02-08 00:00:00,3877200,"2825 - 2827 JASPER RD SE, DC, United States","2825, Jasper Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.85186067184223, -76.98755572830734, 0.0)",38.85186067184223,-76.98755572830734,0.0
1218,5875 0041,12TH PL SE,PARKWAY OVERLOOK II LP D.C. HOUSING AUTHORITY,BARRY FARMS,,191.0,7400000.0,2018-02-08 00:00:00,79680,"12TH PL SE, DC, United States","12th Place Southeast, Congress Heights, Washington, District of Columbia, 20032, United States of America","(38.8433916, -76.9896059, 0.0)",38.8433916,-76.9896059,0.0
